saddr,udp_pkt_size,data
3.84.223.5,26,41636365737320466f7262696464656e0d0a
18.231.247.216,26,41636365737320466f7262696464656e0d0a
35.158.131.245,26,41636365737320466f7262696464656e0d0a
50.147.176.93,29,00010000000100007374617473206974656d730d0a
3.107.3.78,26,41636365737320466f7262696464656e0d0a
13.125.62.104,26,41636365737320466f7262696464656e0d0a
15.168.144.32,26,41636365737320466f7262696464656e0d0a
54.249.158.193,26,41636365737320466f7262696464656e0d0a
45.132.172.90,29,00018001000100007374617473206974656d730d0a
13.61.195.51,26,41636365737320466f7262696464656e0d0a
49.13.75.222,40,0101000c000100007374617473206974656d730d000100080001d181dc9eea9d
3.96.142.90,26,41636365737320466f7262696464656e0d0a
51.16.39.99,26,41636365737320466f7262696464656e0d0a
50.145.218.70,29,00010000000100007374617473206974656d730d0a
54.190.195.49,26,41636365737320466f7262696464656e0d0a
178.154.223.93,889,000100000001000053544154206974656d733a313a6e756d626572203235320d0a53544154206974656d733a313a6167652034373436370d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420323034380d0a53544154206974656d733a313a657870697265645f756e6665746368656420313936320d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a6e756d62657220320d0a53544154206974656d733a323a6167652031383830370d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203232390d0a53544154206974656d733a323a657870697265645f756e66657463686564203232390d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a32343a6e756d62657220310d0a53544154206974656d733a32343a6167652031383938350d0a53544154206974656d733a32343a6576696374656420300d0a53544154206974656d733a32343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a32343a657669637465645f74696d6520300d0a53544154206974656d733a32343a6f75746f666d656d6f727920300d0a53544154206974656d733a32343a7461696c7265706169727320300d0a53544154206974656d733a32343a7265636c61696d656420300d0a53544154206974656d733a32343a657870697265645f756e6665746368656420300d0a53544154206974656d733a32343a657669637465645f756e6665746368656420300d0a454e440d0a
18.191.137.158,26,41636365737320466f7262696464656e0d0a
18.212.71.233,26,41636365737320466f7262696464656e0d0a
34.219.58.26,26,41636365737320466f7262696464656e0d0a
178.157.82.247,8,
3.85.135.154,26,41636365737320466f7262696464656e0d0a
3.126.255.207,26,41636365737320466f7262696464656e0d0a
13.251.126.172,26,41636365737320466f7262696464656e0d0a
18.207.118.154,26,41636365737320466f7262696464656e0d0a
3.249.185.75,26,41636365737320466f7262696464656e0d0a
16.171.232.78,26,41636365737320466f7262696464656e0d0a
168.86.145.244,40,0101000c000100007374617473206974656d730d000100080001869fdc9eea9d
3.76.196.244,26,41636365737320466f7262696464656e0d0a
44.244.27.234,26,41636365737320466f7262696464656e0d0a
13.208.175.62,26,41636365737320466f7262696464656e0d0a
199.237.98.8,1157,000100000001000053544154207069642031343535320d0a5354415420757074696d65203232393237363432390d0a535441542074696d6520313734313238383935340d0a535441542076657273696f6e20312e342e31340d0a53544154206c69626576656e7420322e302e32312d737461626c650d0a5354415420706f696e7465725f73697a652036340d0a53544154207275736167655f7573657220323038372e3232303932350d0a53544154207275736167655f73797374656d20373634392e3734363136360d0a5354415420637572725f636f6e6e656374696f6e7320390d0a5354415420746f74616c5f636f6e6e656374696f6e732031383932333634390d0a5354415420636f6e6e656374696f6e5f737472756374757265732032320d0a535441542072657365727665645f6664732032300d0a5354415420636d645f6765742034323035333132390d0a5354415420636d645f7365742032323231393135370d0a5354415420636d645f666c75736820300d0a5354415420636d645f746f75636820300d0a53544154206765745f686974732032343038303638350d0a53544154206765745f6d69737365732031373937323434340d0a535441542064656c6574655f6d697373657320323931330d0a535441542064656c6574655f686974732032313736330d0a5354415420696e63725f6d697373657320300d0a5354415420696e63725f6869747320300d0a5354415420646563725f6d697373657320300d0a5354415420646563725f6869747320300d0a53544154206361735f6d697373657320300d0a53544154206361735f6869747320300d0a53544154206361735f62616476616c20300d0a5354415420746f7563685f6869747320300d0a5354415420746f7563685f6d697373657320300d0a5354415420617574685f636d647320300d0a5354415420617574685f6572726f727320300d0a535441542062797465735f726561642037303633373138393637340d0a535441542062797465735f7772697474656e20323035363230363138353830330d0a53544154206c696d69745f6d617862797465732036373130383836340d0a5354415420616363657074696e675f636f6e6e7320310d0a53544154206c697374656e5f64697361626c65645f6e756d20300d0a53544154207468726561647320340d0a5354415420636f6e6e5f7969656c647320300d0a5354415420686173685f706f7765725f6c6576656c2031360d0a5354415420686173685f6279746573203532343238380d0a5354415420686173685f69735f657870616e64696e6720300d0a5354415420657870697265645f756e6665746368656420363435333238360d0a5354415420657669637465645f756e6665746368656420333134313831330d0a535441542062797465732034393331393131310d0a5354415420637572725f6974656d732031383532350d0a5354415420746f74616c5f6974656d732032323231393135370d0a53544154206576696374696f6e7320333832353035310d0a53544154207265636c61696d656420363635373033350d0a454e440d0a
136.244.81.99,1157,000100000001000053544154207069642031343535320d0a5354415420757074696d65203232393237363830370d0a535441542074696d6520313734313238393333320d0a535441542076657273696f6e20312e342e31340d0a53544154206c69626576656e7420322e302e32312d737461626c650d0a5354415420706f696e7465725f73697a652036340d0a53544154207275736167655f7573657220323038372e3232303932350d0a53544154207275736167655f73797374656d20373634392e3734363136360d0a5354415420637572725f636f6e6e656374696f6e7320390d0a5354415420746f74616c5f636f6e6e656374696f6e732031383932333634390d0a5354415420636f6e6e656374696f6e5f737472756374757265732032320d0a535441542072657365727665645f6664732032300d0a5354415420636d645f6765742034323035333132390d0a5354415420636d645f7365742032323231393135370d0a5354415420636d645f666c75736820300d0a5354415420636d645f746f75636820300d0a53544154206765745f686974732032343038303638350d0a53544154206765745f6d69737365732031373937323434340d0a535441542064656c6574655f6d697373657320323931330d0a535441542064656c6574655f686974732032313736330d0a5354415420696e63725f6d697373657320300d0a5354415420696e63725f6869747320300d0a5354415420646563725f6d697373657320300d0a5354415420646563725f6869747320300d0a53544154206361735f6d697373657320300d0a53544154206361735f6869747320300d0a53544154206361735f62616476616c20300d0a5354415420746f7563685f6869747320300d0a5354415420746f7563685f6d697373657320300d0a5354415420617574685f636d647320300d0a5354415420617574685f6572726f727320300d0a535441542062797465735f726561642037303633373138393637340d0a535441542062797465735f7772697474656e20323035363230363138353830330d0a53544154206c696d69745f6d617862797465732036373130383836340d0a5354415420616363657074696e675f636f6e6e7320310d0a53544154206c697374656e5f64697361626c65645f6e756d20300d0a53544154207468726561647320340d0a5354415420636f6e6e5f7969656c647320300d0a5354415420686173685f706f7765725f6c6576656c2031360d0a5354415420686173685f6279746573203532343238380d0a5354415420686173685f69735f657870616e64696e6720300d0a5354415420657870697265645f756e6665746368656420363435333238360d0a5354415420657669637465645f756e6665746368656420333134313831330d0a535441542062797465732034393331393131310d0a5354415420637572725f6974656d732031383532350d0a5354415420746f74616c5f6974656d732032323231393135370d0a53544154206576696374696f6e7320333832353035310d0a53544154207265636c61696d656420363635373033350d0a454e440d0a
34.41.59.31,40,0101000c000100007374617473206974656d730d0001000800019b81dc9eea9d
18.230.76.119,26,41636365737320466f7262696464656e0d0a
18.190.26.20,26,41636365737320466f7262696464656e0d0a
115.78.160.168,1173,000100000001000053544154206974656d733a313a6e756d62657220310d0a53544154206974656d733a313a616765203230373330390d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137353739370d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420310d0a53544154206974656d733a323a657870697265645f756e6665746368656420310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34303a6e756d6265722035350d0a53544154206974656d733a34303a616765203230333337360d0a53544154206974656d733a34303a6576696374656420300d0a53544154206974656d733a34303a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34303a657669637465645f74696d6520300d0a53544154206974656d733a34303a6f75746f666d656d6f727920300d0a53544154206974656d733a34303a7461696c7265706169727320300d0a53544154206974656d733a34303a7265636c61696d656420300d0a53544154206974656d733a34303a657870697265645f756e6665746368656420300d0a53544154206974656d733a34303a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652032373233380d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d656420300d0a53544154206974656d733a34323a657870697265645f756e6665746368656420300d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
177.52.174.42,40,0101000c000100007374617473206974656d730d000100080001c7aadc9eea9d
44.202.230.96,26,41636365737320466f7262696464656e0d0a
51.84.97.247,26,41636365737320466f7262696464656e0d0a
47.231.236.202,29,00010000000100007374617473206974656d730d0a
52.90.91.22,26,41636365737320466f7262696464656e0d0a
43.203.193.69,26,41636365737320466f7262696464656e0d0a
18.141.216.129,26,41636365737320466f7262696464656e0d0a
54.237.199.230,26,41636365737320466f7262696464656e0d0a
103.10.120.187,1408,000100000003000053544154206974656d733a313a6e756d62657220320d0a53544154206974656d733a313a616765203230383035360d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137383033320d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203434300d0a53544154206974656d733a323a657870697265645f756e66657463686564203433390d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a333a6e756d62657220370d0a53544154206974656d733a333a616765203931350d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d656420323636350d0a53544154206974656d733a333a657870697265645f756e6665746368656420313837300d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a333a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a333a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a343a6e756d62657220310d0a53544154206974656d733a343a6167652035383331340d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d65642032380d0a535441
18.171.212.204,26,41636365737320466f7262696464656e0d0a
134.119.184.123,598,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137363731340d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420340d0a53544154206974656d733a323a657870697265645f756e6665746368656420330d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652032373232310d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d65642035370d0a53544154206974656d733a34323a657870697265645f756e666574636865642035330d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
168.86.139.168,40,0101000c000100007374617473206974656d730d000100080001cd28dc9eea9d
50.149.54.114,29,00010000000100007374617473206974656d730d0a
3.115.4.197,26,41636365737320466f7262696464656e0d0a
62.69.131.107,1408,000100000003000053544154206974656d733a313a6e756d62657220310d0a53544154206974656d733a313a6167652036323033380d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420390d0a53544154206974656d733a313a657870697265645f756e6665746368656420390d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a333a6e756d62657220310d0a53544154206974656d733a333a61676520310d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642032363033370d0a53544154206974656d733a333a657870697265645f756e666574636865642032313435350d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a333a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a333a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a343a6e756d62657220310d0a53544154206974656d733a343a61676520350d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d65642034353237330d0a53544154206974656d733a343a657870697265645f756e666574636865642034353237330d0a53544154206974656d733a343a657669637465645f756e6665746368656420300d0a53544154206974656d733a343a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a343a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a343a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a353a6e756d62657220310d0a53544154206974656d733a353a6167652036323033370d0a53544154206974656d733a353a6576696374656420300d0a53544154206974656d733a353a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a353a657669637465645f74696d6520300d0a53544154206974656d733a353a6f75746f666d656d6f727920300d0a53544154206974656d733a353a7461696c7265706169727320300d0a53544154206974656d733a353a7265636c61696d656420380d0a535441542069
91.191.173.101,1408,000100000008000053544154206974656d733a323a6e756d6265722033360d0a53544154206974656d733a323a616765203336330d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203331353933370d0a53544154206974656d733a323a657870697265645f756e66657463686564203233383630320d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a6e756d62657220343638310d0a53544154206974656d733a333a61676520313736360d0a53544154206974656d733a333a65766963746564203135343035320d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f2035373834360d0a53544154206974656d733a333a657669637465645f74696d6520353835310d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d656420383336333239350d0a53544154206974656d733a333a657870697265645f756e6665746368656420363036313334310d0a53544154206974656d733a333a657669637465645f756e66657463686564203130383239340d0a53544154206974656d733a343a6e756d6265722036340d0a53544154206974656d733a343a616765203232340d0a53544154206974656d733a343a657669637465642037343135330d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20340d0a53544154206974656d733a343a657669637465645f74696d652032303039330d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d6564203238343533340d0a53544154206974656d733a343a657870697265645f756e66657463686564203132353632350d0a53544154206974656d733a343a657669637465645f756e666574636865642035353134390d0a53544154206974656d733a353a6e756d62657220310d0a53544154206974656d733a353a61676520340d0a53544154206974656d733a353a65766963746564203537363332350d0a53544154206974656d733a353a657669637465645f6e6f6e7a65726f20310d0a53544154206974656d733a353a657669637465645f74696d6520333632340d0a53544154206974656d733a353a6f75746f666d656d6f727920300d0a53544154206974656d733a353a7461696c7265706169727320300d0a53544154206974656d733a353a7265636c61696d65642031303130370d0a53544154206974656d733a353a657870697265645f756e6665746368656420383639360d0a53544154206974656d733a353a657669637465645f756e66657463686564203535333539390d0a53544154206974656d733a363a6e756d626572203130380d0a53544154206974656d733a363a6167652031313532320d0a53544154206974656d733a363a65766963746564203539393934370d0a53544154206974656d733a363a657669637465645f6e6f6e7a65726f2031310d0a53544154206974656d733a363a657669637465645f74696d65203739350d0a53544154206974656d733a363a6f75746f666d656d6f727920300d0a53544154206974656d733a363a7461696c
186.250.126.53,56,80c900015d31ebb481ca00075d31ebb4011436303030403138362e3235302e3132342e313935000081cb00015d31ebb4
51.17.64.43,26,41636365737320466f7262696464656e0d0a
13.211.252.15,26,41636365737320466f7262696464656e0d0a
82.150.87.232,29,00010000000100007374617473206974656d730d0a
18.171.230.183,26,41636365737320466f7262696464656e0d0a
52.37.4.229,26,41636365737320466f7262696464656e0d0a
89.163.221.202,1408,000100000007000053544154206974656d733a323a6e756d62657220340d0a53544154206974656d733a323a6167652033340d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203131353937350d0a53544154206974656d733a323a657870697265645f756e66657463686564203130393631390d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a363a6e756d62657220310d0a53544154206974656d733a363a616765203334323735320d0a53544154206974656d733a363a6576696374656420300d0a53544154206974656d733a363a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a363a657669637465645f74696d6520300d0a53544154206974656d733a363a6f75746f666d656d6f727920300d0a53544154206974656d733a363a7461696c7265706169727320300d0a53544154206974656d733a363a7265636c61696d656420380d0a53544154206974656d733a363a657870697265645f756e6665746368656420380d0a53544154206974656d733a363a657669637465645f756e6665746368656420300d0a53544154206974656d733a373a6e756d6265722031300d0a53544154206974656d733a373a61676520313435320d0a53544154206974656d733a373a6576696374656420300d0a53544154206974656d733a373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a373a657669637465645f74696d6520300d0a53544154206974656d733a373a6f75746f666d656d6f727920300d0a53544154206974656d733a373a7461696c7265706169727320300d0a53544154206974656d733a373a7265636c61696d65642031303236360d0a53544154206974656d733a373a657870697265645f756e666574636865642031303032340d0a53544154206974656d733a373a657669637465645f756e6665746368656420300d0a53544154206974656d733a383a6e756d62657220310d0a53544154206974656d733a383a616765203133310d0a53544154206974656d733a383a6576696374656420300d0a53544154206974656d733a383a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a383a657669637465645f74696d6520300d0a53544154206974656d733a383a6f75746f666d656d6f727920300d0a53544154206974656d733a383a7461696c7265706169727320300d0a53544154206974656d733a383a7265636c61696d65642031373232300d0a53544154206974656d733a383a657870697265645f756e666574636865642031373132390d0a53544154206974656d733a383a657669637465645f756e6665746368656420300d0a53544154206974656d733a393a6e756d62657220310d0a53544154206974656d733a393a61676520313736380d0a53544154206974656d733a393a6576696374656420300d0a53544154206974656d733a393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a393a657669637465645f74696d6520300d0a53544154206974656d733a393a6f75746f666d656d6f727920300d0a53544154206974656d733a393a7461696c7265706169727320300d0a53544154206974656d733a393a7265636c61696d656420323235350d0a53544154206974656d733a393a657870697265645f756e666574
85.214.123.7,1408,00010000000a000053544154206974656d733a313a6e756d62657220310d0a53544154206974656d733a313a61676520330d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d65642034390d0a53544154206974656d733a313a657870697265645f756e666574636865642034330d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a6e756d626572203531300d0a53544154206974656d733a323a6167652031343436330d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d65642037343239340d0a53544154206974656d733a323a657870697265645f756e666574636865642037313936340d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a6e756d626572203431310d0a53544154206974656d733a333a6167652031343536340d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642039303839390d0a53544154206974656d733a333a657870697265645f756e666574636865642038373033380d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a343a6e756d62657220313131373038300d0a53544154206974656d733a343a616765203235383637360d0a53544154206974656d733a343a657669637465642031320d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d65203237343637310d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d65642031343930343630300d0a53544154206974656d733a343a657870697265645f756e666574636865642031333337383230350d0a53544154206974656d733a343a657669637465645f756e6665746368656420300d0a53544154206974656d733a353a6e756d626572203338363930370d0a53544154206974656d733a353a616765203235363835340d0a53544154206974656d733a353a6576696374656420370d0a53544154206974656d733a353a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a353a657669637465645f74696d65203535323532330d0a53544154206974656d733a353a6f75746f666d656d6f727920300d0a53544154206974656d733a353a7461696c7265706169727320300d0a53544154206974656d733a353a7265636c61696d
18.118.0.165,23,485454502f312e3120323030204f4b
15.228.241.30,26,41636365737320466f7262696464656e0d0a
52.66.249.101,26,41636365737320466f7262696464656e0d0a
13.38.98.26,26,41636365737320466f7262696464656e0d0a
51.20.95.50,26,41636365737320466f7262696464656e0d0a
45.153.185.253,8,
56.155.26.140,26,41636365737320466f7262696464656e0d0a
66.85.167.106,40,0101000c000100007374617473206974656d730d0001000800018309dc9eea9d
50.147.75.233,29,00010000000100007374617473206974656d730d0a
216.245.217.82,1408,000100000002000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137333339330d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420340d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a33373a6e756d62657220310d0a53544154206974656d733a33373a61676520353232350d0a53544154206974656d733a33373a6576696374656420300d0a53544154206974656d733a33373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33373a657669637465645f74696d6520300d0a53544154206974656d733a33373a6f75746f666d656d6f727920300d0a53544154206974656d733a33373a7461696c7265706169727320300d0a53544154206974656d733a33373a7265636c61696d656420300d0a53544154206974656d733a33373a657870697265645f756e6665746368656420300d0a53544154206974656d733a33373a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a61676520353232350d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34303a6e756d6265722032340d0a53544154206974656d733a34303a61676520313937390d0a53544154206974656d733a34303a6576696374656420300d0a53544154206974656d733a34303a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34303a657669637465645f74696d6520300d0a53544154206974656d733a34303a6f75746f666d656d6f727920300d0a53544154206974656d733a34303a7461696c7265706169727320300d0a53544154206974656d733a34303a7265636c61696d656420300d0a53544154206974656d733a34303a657870697265645f756e6665746368656420300d0a53544154206974656d733a34303a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d6265722031300d0a53544154206974656d733a34323a616765203335303736340d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d656420300d0a53544154206974656d733a
143.202.76.34,20,000180010000000000000000
